ApplicationID,Channel,Date,MessageType,ResponseTime (hours)
A04377,WhatsApp,2024-02-25,Thank You,48
A04378,WhatsApp,2024-07-13,Application Status,2
A04379,Phone Call,2024-11-08,Thank You,12
A04380,Phone Call,2024-06-21,Application Status,2
A04381,WhatsApp,2024-04-18,Follow-Up,12
A04382,Phone Call,2024-06-28,Follow-Up,12
A04383,WhatsApp,2024-02-21,Reminder,6
A04384,Phone Call,2024-11-07,Follow-Up,12
A04385,Email,2024-10-30,Thank You,48
A04386,WhatsApp,2024-07-25,Reminder,24
A04387,WhatsApp,2024-02-26,Application Status,4
A04388,Email,2024-11-30,Follow-Up,24
A04389,Email,2024-06-22,Thank You,
A04390,Phone Call,2024-02-04,Follow-Up,6
A04391,WhatsApp,2024-03-12,Follow-Up,2
A04392,Email,2024-02-10,Follow-Up,2
A04393,WhatsApp,2024-04-05,Thank You,2
A04394,Phone Call,2024-04-15,Application Status,24
A04395,WhatsApp,2024-09-05,Thank You,6
A04396,Phone Call,2024-07-04,Thank You,24
A04397,Phone Call,2024-01-13,Follow-Up,48
A04398,Email,2024-01-02,Follow-Up,24
A04399,Email,2023-12-22,Reminder,24
A04400,WhatsApp,2024-10-24,Application Status,
A04401,WhatsApp,2024-06-16,Reminder,2
A04402,Phone Call,2024-09-03,Follow-Up,12
A04403,Phone Call,2024-04-01,Reminder,6
A04404,WhatsApp,2024-07-25,Application Status,48
A04405,Phone Call,2024-06-17,Follow-Up,4
A04406,Email,2024-08-26,Application Status,12
A04407,Phone Call,2024-04-06,Application Status,6
A04408,WhatsApp,2024-04-21,Application Status,
A04409,Email,2024-07-07,Follow-Up,48
A04410,WhatsApp,2024-12-05,Thank You,4
A04411,Phone Call,2024-07-14,Reminder,24
A04412,Phone Call,2023-12-19,Thank You,2
A04413,WhatsApp,2024-06-03,Application Status,2
A04414,WhatsApp,2024-03-10,Reminder,6
A04415,Phone Call,2024-10-28,Application Status,12
A04416,WhatsApp,2024-08-29,Application Status,
A04417,Email,2024-09-21,Follow-Up,6
A04418,WhatsApp,2024-09-05,Thank You,
A04419,Phone Call,2024-03-11,Reminder,4
A04420,Email,2024-08-04,Application Status,6
A04421,Phone Call,2024-06-05,Thank You,6
A04422,Phone Call,2024-08-02,Thank You,6
A04423,Email,2024-05-04,Reminder,
A04424,Phone Call,2024-06-22,Follow-Up,2
A04425,Phone Call,2024-06-21,Thank You,48
A04426,Email,2024-04-08,Reminder,12
A04427,Email,2024-06-26,Application Status,2
A04428,Phone Call,2024-05-10,Follow-Up,12
A04429,Phone Call,2024-09-28,Follow-Up,48
A04430,Phone Call,2024-08-05,Reminder,12
A04431,Phone Call,2024-10-18,Reminder,
A04432,Phone Call,2024-10-06,Application Status,24
A04433,Email,2024-03-16,Reminder,
A04434,Email,2024-06-08,Reminder,12
A04435,WhatsApp,2024-05-03,Thank You,4
A04436,WhatsApp,2024-08-17,Follow-Up,24
A04437,Phone Call,2024-11-24,Thank You,12
A04438,Phone Call,2024-06-11,Reminder,48
A04439,Phone Call,2024-04-10,Reminder,4
A04440,WhatsApp,2024-11-05,Reminder,2
A04441,Phone Call,2024-10-04,Follow-Up,48
A04442,Email,2024-10-09,Thank You,6
A04443,Email,2024-04-11,Follow-Up,48
A04444,WhatsApp,2024-11-11,Reminder,24
A04445,Email,2024-10-06,Follow-Up,2
A04446,WhatsApp,2024-11-11,Thank You,24
A04447,Phone Call,2024-10-23,Thank You,24
A04448,WhatsApp,2024-02-19,Follow-Up,
A04449,Phone Call,2024-06-08,Reminder,12
A04450,Email,2024-07-14,Application Status,2
A04451,WhatsApp,2024-02-15,Reminder,2
A04452,Phone Call,2024-02-05,Follow-Up,6
A04453,Email,2024-09-22,Reminder,4
A04454,Email,2024-03-31,Thank You,12
A04455,Phone Call,2024-07-01,Reminder,12
A04456,Phone Call,2024-11-18,Follow-Up,6
A04457,Email,2024-05-10,Thank You,2
A04458,WhatsApp,2023-12-21,Thank You,12
A04459,Phone Call,2024-11-16,Thank You,2
A04460,WhatsApp,2024-05-08,Application Status,24
A04461,Email,2024-10-11,Application Status,12
A04462,Email,2024-01-29,Thank You,
A04463,Phone Call,2024-09-08,Thank You,2
A04464,Email,2024-04-20,Reminder,2
A04465,Email,2024-10-02,Application Status,
A04466,WhatsApp,2024-05-22,Reminder,4
A04467,Email,2024-02-26,Application Status,2
A04468,Email,2024-06-16,Thank You,
A04469,Phone Call,2023-12-17,Thank You,24
A04470,Email,2024-09-01,Thank You,6
A04471,Email,2024-12-07,Follow-Up,
A04472,Email,2024-04-30,Reminder,
A04473,Email,2024-02-17,Reminder,4
A04474,WhatsApp,2024-10-31,Reminder,48
A04475,Phone Call,2024-05-06,Reminder,24
A04476,Phone Call,2024-04-03,Follow-Up,
A04477,Email,2024-11-22,Thank You,12
A04478,Phone Call,2024-07-08,Follow-Up,4
A04479,WhatsApp,2024-05-02,Follow-Up,12
A04480,Phone Call,2024-05-04,Application Status,6
A04481,Email,2024-08-27,Application Status,48
A04482,WhatsApp,2024-04-26,Application Status,6
A04483,Email,2024-02-09,Application Status,6
A04484,Email,2024-09-26,Thank You,24
A04485,Phone Call,2024-12-08,Thank You,2
A04486,Phone Call,2024-07-30,Thank You,24
A04487,Email,2024-01-26,Follow-Up,6
A04488,Phone Call,2024-06-16,Reminder,2
A04489,Email,2024-08-23,Thank You,12
A04490,WhatsApp,2024-07-01,Application Status,24
A04491,Phone Call,2024-04-28,Thank You,24
A04492,WhatsApp,2024-04-23,Application Status,4
A04493,Phone Call,2024-10-24,Reminder,24
A04494,Email,2024-04-09,Reminder,12
A04495,WhatsApp,2024-06-13,Follow-Up,2
A04496,WhatsApp,2024-02-19,Thank You,48
A04497,Phone Call,2023-12-29,Thank You,12
A04498,Phone Call,2024-08-02,Thank You,2
A04499,WhatsApp,2024-10-18,Follow-Up,6
A04500,Email,2024-02-27,Application Status,
A04501,WhatsApp,2024-01-28,Follow-Up,48
A04502,Email,2024-07-01,Thank You,4
A04503,Phone Call,2023-12-13,Application Status,2
A04504,Email,2024-06-26,Thank You,12
A04505,Email,2023-12-16,Reminder,12
A04506,WhatsApp,2024-03-23,Reminder,12
A04507,Email,2024-03-29,Reminder,2
A04508,Phone Call,2024-01-29,Reminder,2
A04509,Email,2024-01-21,Follow-Up,
A04510,Email,2024-06-25,Thank You,48
A04511,Phone Call,2024-09-23,Thank You,4
A04512,WhatsApp,2023-12-19,Thank You,48
A04513,Phone Call,2024-04-16,Reminder,
A04514,Phone Call,2024-10-28,Follow-Up,12
A04515,Email,2024-07-22,Thank You,24
A04516,Phone Call,2024-09-16,Follow-Up,4
A04517,Phone Call,2024-06-05,Reminder,
A04518,WhatsApp,2024-02-16,Follow-Up,12
A04519,WhatsApp,2024-09-05,Follow-Up,24
A04520,Email,2024-04-14,Thank You,6
A04521,Email,2024-09-25,Reminder,2
A04522,WhatsApp,2024-04-09,Follow-Up,6
A04523,Phone Call,2024-01-14,Thank You,2
A04524,Email,2024-07-02,Application Status,
A04525,Email,2024-05-11,Thank You,4
A04526,WhatsApp,2024-07-29,Follow-Up,
A04527,WhatsApp,2024-04-14,Application Status,12
A04528,WhatsApp,2024-11-26,Thank You,2
A04529,WhatsApp,2024-10-04,Application Status,12
A04530,Phone Call,2024-06-26,Application Status,12
A04531,Phone Call,2024-01-30,Thank You,4
A04532,Phone Call,2024-03-09,Reminder,24
A04533,Email,2024-01-22,Thank You,
A04534,WhatsApp,2024-08-29,Application Status,2
A04535,WhatsApp,2024-03-25,Thank You,6
A04536,Phone Call,2024-04-09,Application Status,4
A04537,WhatsApp,2024-03-14,Application Status,4
A04538,Email,2024-10-06,Application Status,
A04539,Email,2024-01-25,Thank You,24
A04540,Email,2024-03-02,Application Status,12
A04541,WhatsApp,2024-07-26,Thank You,48
A04542,Phone Call,2024-07-27,Follow-Up,48
A04543,Email,2024-08-01,Follow-Up,6
A04544,WhatsApp,2024-05-06,Thank You,2
A04545,WhatsApp,2024-07-02,Reminder,24
A04546,Phone Call,2024-02-08,Thank You,
A04547,Email,2024-06-19,Thank You,4
A04548,WhatsApp,2024-02-20,Thank You,12
A04549,WhatsApp,2024-07-19,Thank You,48
A04550,WhatsApp,2023-12-16,Application Status,
A04551,Phone Call,2024-05-30,Reminder,48
A04552,Phone Call,2024-02-29,Follow-Up,4
A04553,Email,2024-07-15,Thank You,6
A04554,WhatsApp,2024-03-01,Reminder,4
A04555,Phone Call,2024-05-08,Application Status,4
A04556,WhatsApp,2024-09-09,Follow-Up,12
A04557,Phone Call,2024-03-19,Application Status,48
A04558,Email,2024-07-04,Follow-Up,2
A04559,WhatsApp,2024-12-07,Application Status,12
A04560,Email,2024-03-04,Application Status,12
A04561,Email,2024-12-03,Thank You,
A04562,Email,2024-04-30,Follow-Up,4
A04563,Email,2024-03-10,Reminder,48
A04564,Email,2024-09-18,Application Status,48
A04565,Phone Call,2024-06-15,Application Status,6
A04566,WhatsApp,2024-03-31,Thank You,6
A04567,WhatsApp,2024-11-15,Follow-Up,48
A04568,WhatsApp,2024-08-11,Follow-Up,6
A04569,WhatsApp,2024-11-10,Follow-Up,24
A04570,Phone Call,2024-11-14,Follow-Up,6
A04571,Email,2024-04-25,Thank You,24
A04572,Email,2024-01-15,Follow-Up,
A04573,WhatsApp,2024-02-26,Follow-Up,4
A04574,Email,2024-02-23,Application Status,24
A04575,Email,2024-09-26,Thank You,6
A04576,Phone Call,2024-08-02,Application Status,
A04577,Email,2024-03-19,Follow-Up,
A04578,WhatsApp,2024-06-09,Reminder,2
A04579,Phone Call,2024-08-19,Thank You,
A04580,Phone Call,2024-06-09,Reminder,24
A04581,Email,2024-05-24,Application Status,
A04582,Email,2024-02-04,Follow-Up,48
A04583,Email,2024-09-13,Follow-Up,12
A04584,Email,2024-03-24,Thank You,24
A04585,WhatsApp,2024-03-26,Application Status,2
A04586,Phone Call,2024-07-28,Follow-Up,
A04587,Phone Call,2024-12-07,Follow-Up,12
A04588,Email,2024-06-04,Thank You,4
A04589,Email,2024-11-17,Reminder,2
A04590,WhatsApp,2024-09-08,Follow-Up,12
A04591,Email,2024-09-04,Reminder,2
A04592,Email,2024-12-03,Follow-Up,6
A04593,WhatsApp,2024-04-04,Follow-Up,48
A04594,Email,2024-01-30,Application Status,4
A04595,Email,2024-03-12,Reminder,6
A04596,Email,2024-03-19,Follow-Up,4
A04597,Phone Call,2024-05-25,Follow-Up,4
A04598,Phone Call,2024-04-12,Follow-Up,4
A04599,WhatsApp,2024-11-20,Reminder,6
A04600,Phone Call,2024-07-01,Reminder,48
A04601,Email,2024-05-28,Application Status,12
A04602,Phone Call,2024-05-06,Reminder,2
A04603,WhatsApp,2024-03-24,Application Status,2
A04604,Email,2024-03-24,Reminder,6
A04605,Email,2024-10-20,Application Status,12
A04606,Email,2024-07-14,Reminder,12
A04607,WhatsApp,2024-07-08,Follow-Up,4
A04608,WhatsApp,2024-03-15,Follow-Up,
A04609,Phone Call,2024-11-13,Application Status,
A04610,Email,2024-03-25,Follow-Up,12
A04611,Phone Call,2024-05-07,Follow-Up,6
A04612,Email,2024-06-27,Follow-Up,
A04613,Phone Call,2024-04-06,Thank You,2
A04614,Phone Call,2024-01-22,Application Status,12
A04615,WhatsApp,2024-09-29,Reminder,
A04616,WhatsApp,2024-07-30,Reminder,4
A04617,Phone Call,2024-04-23,Reminder,6
A04618,WhatsApp,2024-08-17,Follow-Up,24
A04619,Email,2024-09-18,Thank You,
A04620,Email,2024-06-18,Application Status,24
A04621,Phone Call,2024-04-29,Reminder,4
A04622,Email,2024-09-08,Application Status,6
A04623,WhatsApp,2023-12-24,Application Status,12
A04624,Email,2024-03-07,Reminder,
A04625,Email,2024-01-02,Reminder,6
A04626,Email,2024-03-03,Reminder,2
A04627,Phone Call,2024-07-21,Application Status,
A04628,Email,2024-03-14,Thank You,4
A04629,Phone Call,2024-02-08,Application Status,24
A04630,Phone Call,2024-01-13,Follow-Up,48
A04631,Email,2024-06-02,Thank You,12
A04632,Phone Call,2024-10-10,Thank You,6
A04633,Email,2024-08-14,Application Status,4
A04634,Email,2024-01-04,Application Status,24
A04635,Email,2024-03-08,Follow-Up,48
A04636,Phone Call,2024-06-30,Follow-Up,24
A04637,Email,2024-01-24,Reminder,2
A04638,Email,2024-06-09,Reminder,24
A04639,WhatsApp,2024-02-03,Thank You,
A04640,Phone Call,2024-06-02,Application Status,
A04641,WhatsApp,2024-03-10,Application Status,24
A04642,Email,2024-07-14,Thank You,24
A04643,Phone Call,2024-01-26,Application Status,48
A04644,WhatsApp,2024-05-11,Follow-Up,6
A04645,Phone Call,2024-02-07,Thank You,48
A04646,Email,2024-01-27,Application Status,24
A04647,WhatsApp,2024-12-05,Application Status,6
A04648,WhatsApp,2024-05-01,Reminder,6
A04649,Phone Call,2024-04-04,Reminder,
A04650,Phone Call,2024-02-14,Reminder,48
A04651,Email,2024-06-21,Reminder,24
A04652,Email,2024-03-16,Reminder,48
A04653,Phone Call,2024-04-08,Application Status,12
A04654,WhatsApp,2024-10-05,Application Status,2
A04655,WhatsApp,2024-04-03,Application Status,12
A04656,Phone Call,2024-05-21,Follow-Up,6
A04657,WhatsApp,2024-02-26,Application Status,2
A04658,Phone Call,2024-03-11,Application Status,6
A04659,Phone Call,2024-08-12,Reminder,24
A04660,Email,2024-09-18,Reminder,24
A04661,WhatsApp,2024-10-04,Application Status,4
A04662,Phone Call,2024-07-17,Reminder,4
A04663,Email,2024-09-12,Application Status,4
A04664,Email,2024-05-09,Follow-Up,2
A04665,Email,2024-05-10,Thank You,
A04666,WhatsApp,2024-11-24,Thank You,48
A04667,Phone Call,2024-02-24,Thank You,4
A04668,WhatsApp,2024-06-01,Follow-Up,2
A04669,Email,2024-11-10,Thank You,4
A04670,Email,2024-05-23,Thank You,6
A04671,Phone Call,2024-01-03,Follow-Up,
A04672,Phone Call,2024-05-10,Thank You,6
A04673,Phone Call,2024-01-24,Thank You,2
A04674,Phone Call,2024-06-21,Reminder,48
A04675,Phone Call,2024-09-09,Follow-Up,24
A04676,Email,2024-01-06,Thank You,2
A04677,WhatsApp,2024-09-09,Reminder,24
A04678,Phone Call,2024-01-22,Thank You,2
A04679,Phone Call,2024-09-16,Reminder,
A04680,Phone Call,2024-04-10,Thank You,48
A04681,Phone Call,2024-02-14,Reminder,6
A04682,WhatsApp,2023-12-18,Reminder,6
A04683,WhatsApp,2024-10-04,Follow-Up,2
A04684,Phone Call,2024-08-30,Application Status,24
A04685,Phone Call,2024-10-02,Follow-Up,12
A04686,Phone Call,2024-05-07,Follow-Up,6
A04687,Phone Call,2024-06-28,Follow-Up,2
A04688,Phone Call,2024-07-15,Reminder,12
A04689,WhatsApp,2024-09-04,Thank You,48
A04690,Phone Call,2024-06-01,Follow-Up,4
A04691,Email,2024-01-30,Application Status,48
A04692,Phone Call,2024-09-23,Follow-Up,24
A04693,Email,2024-12-08,Thank You,12
A04694,Email,2024-08-06,Application Status,12
A04695,WhatsApp,2024-10-11,Thank You,2
A04696,Phone Call,2024-09-22,Reminder,48
A04697,Email,2024-11-10,Follow-Up,24
A04698,WhatsApp,2024-01-23,Thank You,4
A04699,WhatsApp,2024-11-04,Reminder,
A04700,Email,2024-09-24,Reminder,6
A04701,WhatsApp,2024-03-18,Reminder,
A04702,Email,2023-12-24,Application Status,12
A04703,WhatsApp,2024-03-10,Application Status,
A04704,Email,2024-09-13,Reminder,12
A04705,WhatsApp,2024-04-06,Application Status,24
A04706,WhatsApp,2024-07-10,Application Status,12
A04707,Email,2024-02-01,Application Status,4
A04708,Phone Call,2024-03-05,Follow-Up,2
A04709,Phone Call,2024-01-26,Reminder,24
A04710,WhatsApp,2024-05-08,Application Status,24
A04711,Phone Call,2024-06-22,Application Status,48
A04712,Phone Call,2024-07-13,Follow-Up,
A04713,Email,2023-12-12,Thank You,48
A04714,Phone Call,2024-01-31,Thank You,4
A04715,Email,2024-05-07,Follow-Up,6
A04716,WhatsApp,2024-05-26,Follow-Up,6
A04717,Phone Call,2024-03-25,Reminder,4
A04718,WhatsApp,2024-12-06,Follow-Up,48
A04719,Phone Call,2024-10-14,Reminder,4
A04720,WhatsApp,2024-02-25,Reminder,4
A04721,Phone Call,2024-07-21,Follow-Up,6
A04722,Email,2024-03-28,Application Status,4
A04723,Email,2024-11-27,Application Status,24
A04724,Email,2024-09-04,Reminder,6
A04725,Email,2024-06-08,Application Status,2
A04726,Email,2024-12-09,Reminder,2
A04727,WhatsApp,2024-04-12,Application Status,
A04728,Email,2024-05-09,Reminder,4
A04729,Phone Call,2024-08-25,Reminder,12
A04730,Email,2024-07-24,Thank You,2
A04731,Phone Call,2024-02-16,Application Status,24
A04732,Email,2024-08-24,Reminder,6
A04733,WhatsApp,2024-11-19,Follow-Up,
A04734,Phone Call,2024-03-05,Follow-Up,6
A04735,Email,2024-12-02,Thank You,24
A04736,Phone Call,2024-08-07,Thank You,2
A04737,WhatsApp,2024-08-22,Thank You,48
A04738,Phone Call,2024-10-27,Thank You,6
A04739,Email,2024-05-12,Application Status,
A04740,Phone Call,2024-10-30,Thank You,4
A04741,Phone Call,2024-03-08,Application Status,48
A04742,WhatsApp,2024-07-08,Follow-Up,12
A04743,WhatsApp,2024-10-04,Application Status,12
A04744,Phone Call,2024-11-27,Follow-Up,12
A04745,Email,2024-03-07,Application Status,4
A04746,WhatsApp,2024-01-22,Thank You,2
A04747,Email,2023-12-23,Thank You,6
A04748,Email,2024-11-27,Application Status,4
A04749,WhatsApp,2024-03-26,Reminder,2
A04750,WhatsApp,2024-05-27,Application Status,6
A04751,Phone Call,2024-06-13,Reminder,12
A04752,WhatsApp,2024-10-09,Follow-Up,12
A04753,Phone Call,2024-01-20,Thank You,48
A04754,Phone Call,2024-06-21,Follow-Up,2
A04755,WhatsApp,2024-07-29,Reminder,2
A04756,Phone Call,2024-06-07,Application Status,
A04757,Email,2024-03-03,Follow-Up,48
A04758,Phone Call,2024-08-07,Application Status,
A04759,WhatsApp,2024-10-20,Application Status,6
A04760,Email,2023-12-25,Follow-Up,
A04761,Email,2024-10-29,Thank You,6
A04762,WhatsApp,2024-03-02,Thank You,6
A04763,Email,2024-03-02,Follow-Up,24
A04764,WhatsApp,2024-05-16,Follow-Up,48
A04765,Phone Call,2024-07-22,Reminder,4
A04766,Email,2024-09-22,Reminder,6
A04767,Phone Call,2024-07-08,Application Status,4
A04768,Email,2024-01-21,Follow-Up,4
A04769,WhatsApp,2024-08-18,Follow-Up,24
A04770,Email,2024-09-04,Follow-Up,12
A04771,Email,2023-12-14,Thank You,2
A04772,Phone Call,2024-07-02,Follow-Up,6
A04773,WhatsApp,2024-06-01,Thank You,6
A04774,WhatsApp,2024-09-27,Reminder,4
A04775,Phone Call,2023-12-19,Reminder,4
A04776,WhatsApp,2024-02-06,Follow-Up,24
A04777,Phone Call,2024-11-21,Reminder,2
A04778,WhatsApp,2023-12-15,Application Status,
A04779,Email,2024-07-19,Follow-Up,4
A04780,Phone Call,2024-05-19,Follow-Up,12
A04781,Phone Call,2024-11-16,Reminder,6
A04782,Phone Call,2024-04-04,Thank You,2
A04783,WhatsApp,2024-01-22,Application Status,4
A04784,Phone Call,2024-07-04,Thank You,2
A04785,Phone Call,2024-08-30,Follow-Up,4
A04786,Phone Call,2024-05-06,Follow-Up,6
A04787,WhatsApp,2024-09-03,Follow-Up,
A04788,WhatsApp,2024-02-07,Thank You,4
A04789,WhatsApp,2024-11-13,Thank You,48
A04790,Phone Call,2024-11-08,Application Status,24
A04791,WhatsApp,2024-09-26,Application Status,12
A04792,WhatsApp,2024-05-30,Follow-Up,2
A04793,Phone Call,2024-03-23,Follow-Up,12
A04794,WhatsApp,2023-12-14,Thank You,4
A04795,Phone Call,2024-08-12,Reminder,
A04796,Phone Call,2024-12-01,Follow-Up,
A04797,WhatsApp,2024-01-10,Application Status,12
A04798,Phone Call,2024-06-24,Application Status,
A04799,Phone Call,2024-01-10,Follow-Up,6
A04800,Email,2024-11-28,Thank You,2
A04801,Phone Call,2024-09-02,Follow-Up,2
A04802,Email,2024-10-14,Thank You,4
A04803,Phone Call,2023-12-30,Reminder,6
A04804,Email,2024-09-18,Thank You,48
A04805,Phone Call,2024-11-16,Follow-Up,2
A04806,Phone Call,2024-01-04,Follow-Up,24
A04807,Email,2024-07-11,Reminder,6
A04808,Email,2024-08-05,Thank You,4
A04809,Email,2024-01-04,Thank You,2
A04810,Phone Call,2024-06-28,Thank You,24
A04811,Phone Call,2024-05-24,Thank You,
A04812,Phone Call,2024-03-31,Reminder,
A04813,Email,2024-05-17,Reminder,2
A04814,Email,2024-11-28,Application Status,2
A04815,WhatsApp,2024-12-06,Application Status,48
A04816,Email,2024-01-02,Follow-Up,4
A04817,WhatsApp,2024-08-05,Reminder,12
A04818,WhatsApp,2024-07-30,Application Status,24
A04819,Email,2024-11-10,Reminder,6
A04820,WhatsApp,2024-04-13,Thank You,48
A04821,WhatsApp,2024-03-04,Thank You,6
A04822,WhatsApp,2024-01-20,Reminder,48
A04823,Phone Call,2024-11-16,Reminder,4
A04824,Phone Call,2024-09-26,Follow-Up,2
A04825,Email,2023-12-25,Follow-Up,4
A04826,Phone Call,2024-05-13,Follow-Up,12
A04827,Email,2024-07-24,Follow-Up,2
A04828,Email,2024-04-18,Follow-Up,
A04829,Phone Call,2024-09-21,Application Status,48
A04830,Email,2024-08-17,Application Status,4
A04831,WhatsApp,2023-12-22,Reminder,24
A04832,Phone Call,2024-04-27,Thank You,4
A04833,WhatsApp,2024-08-25,Application Status,6
A04834,Phone Call,2024-01-10,Reminder,48
A04835,WhatsApp,2024-05-20,Application Status,24
A04836,Email,2024-07-09,Reminder,48
A04837,WhatsApp,2024-07-08,Follow-Up,6
A04838,Email,2023-12-21,Thank You,
A04839,Email,2024-02-22,Application Status,
A04840,Email,2024-01-08,Thank You,48
A04841,WhatsApp,2024-08-25,Thank You,12
A04842,Phone Call,2024-04-09,Follow-Up,2
A04843,WhatsApp,2024-04-10,Thank You,6
A04844,WhatsApp,2024-02-21,Application Status,6
A04845,Email,2024-07-09,Follow-Up,4
A04846,Email,2024-08-22,Follow-Up,2
A04847,WhatsApp,2024-02-15,Thank You,48
A04848,Phone Call,2024-08-11,Reminder,2
A04849,Email,2024-08-02,Reminder,
A04850,Email,2024-11-23,Application Status,2
A04851,Email,2024-09-21,Reminder,24
A04852,WhatsApp,2024-09-08,Follow-Up,2
A04853,Phone Call,2024-09-22,Follow-Up,
A04854,Phone Call,2024-10-11,Follow-Up,
A04855,WhatsApp,2024-11-08,Reminder,48
A04856,Phone Call,2024-01-25,Thank You,12
A04857,WhatsApp,2024-08-20,Follow-Up,48
A04858,WhatsApp,2024-02-17,Reminder,48
A04859,WhatsApp,2024-07-10,Follow-Up,6
A04860,Phone Call,2024-03-14,Reminder,2
